Filename,Predictions
has\2021-12-31-2022-01-06_graph_AAPL_30_day.png,1.0
has\2021-12-31-2022-01-07_graph_AAPL_30_day.png,1.0
has\2022-01-03-2022-01-07_graph_AAPL_30_day.png,1.0
has\2022-01-03-2022-01-10_graph_AAPL_30_day.png,1.0
has\2022-01-04-2022-01-10_graph_AAPL_30_day.png,1.0
has\2022-01-04-2022-01-11_graph_AAPL_30_day.png,1.0
has\2022-01-05-2022-01-11_graph_AAPL_30_day.png,1.0
has\2022-01-05-2022-01-12_graph_AAPL_30_day.png,1.0
has\2022-01-06-2022-01-12_graph_AAPL_30_day.png,1.0
has\2022-01-06-2022-01-13_graph_AAPL_30_day.png,1.0
has\2022-01-07-2022-01-13_graph_AAPL_30_day.png,1.0
has\2022-01-07-2022-01-14_graph_AAPL_30_day.png,1.0
has\2022-01-10-2022-01-14_graph_AAPL_30_day.png,1.0
has\2022-01-10-2022-01-18_graph_AAPL_30_day.png,1.0
has\2022-01-11-2022-01-18_graph_AAPL_30_day.png,0.9990000128746033
has\2022-01-11-2022-01-19_graph_AAPL_30_day.png,1.0
has\2022-01-12-2022-01-19_graph_AAPL_30_day.png,1.0
has\2022-01-12-2022-01-20_graph_AAPL_30_day.png,1.0
has\2022-01-13-2022-01-20_graph_AAPL_30_day.png,1.0
has\2022-01-13-2022-01-21_graph_AAPL_30_day.png,1.0
has\2022-01-14-2022-01-21_graph_AAPL_30_day.png,1.0
has\2022-01-14-2022-01-24_graph_AAPL_30_day.png,1.0
has\2022-01-18-2022-01-24_graph_AAPL_30_day.png,0.996999979019165
has\2022-01-18-2022-01-25_graph_AAPL_30_day.png,1.0
has\2022-01-19-2022-01-25_graph_AAPL_30_day.png,1.0
has\2022-01-19-2022-01-26_graph_AAPL_30_day.png,0.9990000128746033
has\2022-01-20-2022-01-26_graph_AAPL_30_day.png,1.0
has\2022-01-20-2022-01-27_graph_AAPL_30_day.png,0.9990000128746033
has\2022-01-21-2022-01-27_graph_AAPL_30_day.png,0.9990000128746033
has\2022-01-21-2022-01-28_graph_AAPL_30_day.png,0.9990000128746033
has\2022-01-24-2022-01-28_graph_AAPL_30_day.png,0.9990000128746033
has\2022-01-24-2022-01-31_graph_AAPL_30_day.png,1.0
has\2022-01-25-2022-01-31_graph_AAPL_30_day.png,1.0
has\2022-01-25-2022-02-01_graph_AAPL_30_day.png,1.0
has\2022-01-26-2022-02-01_graph_AAPL_30_day.png,0.9990000128746033
has\2022-01-26-2022-02-02_graph_AAPL_30_day.png,1.0
has\2022-01-27-2022-02-02_graph_AAPL_30_day.png,1.0
has\2022-01-27-2022-02-03_graph_AAPL_30_day.png,0.9990000128746033
has\2022-01-28-2022-02-03_graph_AAPL_30_day.png,0.9990000128746033
has\2022-01-28-2022-02-04_graph_AAPL_30_day.png,1.0
has\2022-01-31-2022-02-04_graph_AAPL_30_day.png,1.0
has\2022-01-31-2022-02-07_graph_AAPL_30_day.png,0.9980000257492065
has\2022-02-01-2022-02-07_graph_AAPL_30_day.png,0.9959999918937683
has\2022-02-01-2022-02-08_graph_AAPL_30_day.png,0.9990000128746033
has\2022-02-02-2022-02-08_graph_AAPL_30_day.png,1.0
has\2022-02-02-2022-02-09_graph_AAPL_30_day.png,1.0
has\2022-02-03-2022-02-09_graph_AAPL_30_day.png,0.9990000128746033
has\2022-02-03-2022-02-10_graph_AAPL_30_day.png,0.9990000128746033
has\2022-02-04-2022-02-10_graph_AAPL_30_day.png,1.0
has\2022-02-04-2022-02-11_graph_AAPL_30_day.png,0.9990000128746033
has\2022-02-07-2022-02-11_graph_AAPL_30_day.png,0.9980000257492065
has\2022-02-07-2022-02-14_graph_AAPL_30_day.png,0.9940000176429749
has\2022-02-08-2022-02-14_graph_AAPL_30_day.png,0.996999979019165
has\2022-02-08-2022-02-15_graph_AAPL_30_day.png,0.9980000257492065
has\2022-02-09-2022-02-15_graph_AAPL_30_day.png,0.9959999918937683
has\2022-02-09-2022-02-16_graph_AAPL_30_day.png,0.9890000224113464
has\2022-02-10-2022-02-16_graph_AAPL_30_day.png,0.9639999866485596
has\2022-02-10-2022-02-17_graph_AAPL_30_day.png,0.996999979019165
has\2022-02-11-2022-02-17_graph_AAPL_30_day.png,0.9980000257492065
has\2022-02-11-2022-02-18_graph_AAPL_30_day.png,0.9990000128746033
has\2022-02-14-2022-02-18_graph_AAPL_30_day.png,0.9890000224113464
